,topic,introduction,name,price,cover,authors,translator,publisher,printer,id,weight,language,format,width,height,publish_date,pages
130,the-thao,"Cuốn sách ghi lại cuộc hành trình phi thường của câu lạc bộ được sinh ra trong các công trình đường sắt của Newton Heath đã trở thành nhà vô địch châu Âu.Các giai đoạn quan trọng trong lịch sử của Manchester United qua cách vẽ trên những hồi ức của mọi người từ các cầu thủ và các nhà quản lý cho tới người hâm mộ và nhân viên, Jim đã khai thác và tái hiện một lịch sử hấp dẫn của câu lạc bộ bóng đá giỏi nhất nước Anh này.Các mốc giai đoạn quan trọng trong lịch sử của Manchester United được tái hiện: những cầu thủ tử nạn trong thảm họa máy bay tại Munich năm 1958 là phần tốt nhất của toàn bộ các “đứa trẻ” của Busby; trở thành đội bóng Anh đầu tiên để giành chiến thắng các giải châu Âu trong năm 1968 (với Bobby Charlton và George Best); sự thống trị của các câu lạc bộ trong giải Ngoại hạng; việc bán gây tranh cãi để ông trùm Mỹ Malcolm Glazer.Những ai đã từng bị hút hồn bởi lối chơi tấn công đầy mê hoặc của những con quỷ đỏ thành Old Trafford chắc hẳn không thể bỏ lỡ một lịch sử huy hoàng, một chặng đường vinh quang nhưng đầy chông gai của Manchester United.Với một thành tích đáng nể: 19 lần vô địch bóng đá Anh, 11 lần đoạt Cúp FA và 3 lần vô địch UEFA Champions League, đội bóng áo đỏ thực sự xứng đáng trở thành một trong những đội bóng thành công nhất nước Anh.Thông qua cuốn sách này, độc giả sẽ được lần lượt trải qua những thăng trầm trong lịch sử vĩ đại của Manchester United, thấu hiểu những khó khăn cũng như nỗ lực không mệt mỏi của họ để liên tục được xướng tên trên bảng vàng.Mời bạn đón đọc.
Cuốn sách ghi lại cuộc hành trình phi thường của câu lạc bộ được sinh ra trong các công trình đường sắt của Newton Heath đã trở thành nhà vô địch châu Âu.
Các giai đoạn quan trọng trong lịch sử của Manchester United qua cách vẽ trên những hồi ức của mọi người từ các cầu thủ và các nhà quản lý cho tới người hâm mộ và nhân viên, Jim đã khai thác và tái hiện một lịch sử hấp dẫn của câu lạc bộ bóng đá giỏi nhất nước Anh này.
Các mốc giai đoạn quan trọng trong lịch sử của Manchester United được tái hiện: những cầu thủ tử nạn trong thảm họa máy bay tại Munich năm 1958 là phần tốt nhất của toàn bộ các “đứa trẻ” của Busby; trở thành đội bóng Anh đầu tiên để giành chiến thắng các giải châu Âu trong năm 1968 (với Bobby Charlton và George Best); sự thống trị của các câu lạc bộ trong giải Ngoại hạng; việc bán gây tranh cãi để ông trùm Mỹ Malcolm Glazer.
Những ai đã từng bị hút hồn bởi lối chơi tấn công đầy mê hoặc của những con quỷ đỏ thành Old Trafford chắc hẳn không thể bỏ lỡ một lịch sử huy hoàng, một chặng đường vinh quang nhưng đầy chông gai của Manchester United.
Với một thành tích đáng nể: 19 lần vô địch bóng đá Anh, 11 lần đoạt Cúp FA và 3 lần vô địch UEFA Champions League, đội bóng áo đỏ thực sự xứng đáng trở thành một trong những đội bóng thành công nhất nước Anh.
Thông qua cuốn sách này, độc giả sẽ được lần lượt trải qua những thăng trầm trong lịch sử vĩ đại của Manchester United, thấu hiểu những khó khăn cũng như nỗ lực không mệt mỏi của họ để liên tục được xướng tên trên bảng vàng.
Mời bạn đón đọc.",Manchester United - Thiên Sử Về Quỷ Đỏ (Tái Bản 2017),144000,https://www.vinabook.com/images/thumbnails/product/240x/266435_p76502m020.jpg,Jim White,Xuân Thanh,NXB Thanh Niên,Alpha books,8935251404159,682.0,Tiếng Việt,Bìa mềm,14.0,20.5,07/2017,636
131,the-thao,"Quyển sách này ghi lại những bài nói chuyện của Thiền sư Suzuki sau các khóa thiền, trong nhiều năm. Những bài nói chuyện của ông được các đệ tử thu âm và sau đó được chép ra và in thành sách.Đây là những bài viết có một lối văn nói chuyện thân mật, vì học trò ông muốn giữ được cá tính cũng như tinh thần của ông, nên họ cố giữ lại nguyên văn y như lời ông nói. Những lời của ông tuy nghe có vẻ đơn sơ, tầm thường, ví dụ “Hãy uống trà đi”, nhưng nó cũng chuyên chở một chân lý sâu sắc trong ấy. Nhưng cũng một phần vì cố duy trì nguyên văn mà nhiều đoạn trong quyển sách này có vẻ như lặp đi lặp lại và cũng có lúc gần như tối nghĩa. Nhưng nếu theo dõi một cách cẩn trọng và trong tĩnh lặng, có thể bạn sẽ thấy được điều mà ông muốn trao truyền cho ta, điều ấy thoát ra ngoài văn tự.Mời bạn đón đọc.
Quyển sách này ghi lại những bài nói chuyện của Thiền sư Suzuki sau các khóa thiền, trong nhiều năm. Những bài nói chuyện của ông được các đệ tử thu âm và sau đó được chép ra và in thành sách.
Đây là những bài viết có một lối văn nói chuyện thân mật, vì học trò ông muốn giữ được cá tính cũng như tinh thần của ông, nên họ cố giữ lại nguyên văn y như lời ông nói. Những lời của ông tuy nghe có vẻ đơn sơ, tầm thường, ví dụ “Hãy uống trà đi”, nhưng nó cũng chuyên chở một chân lý sâu sắc trong ấy. Nhưng cũng một phần vì cố duy trì nguyên văn mà nhiều đoạn trong quyển sách này có vẻ như lặp đi lặp lại và cũng có lúc gần như tối nghĩa. Nhưng nếu theo dõi một cách cẩn trọng và trong tĩnh lặng, có thể bạn sẽ thấy được điều mà ông muốn trao truyền cho ta, điều ấy thoát ra ngoài văn tự.",Thiền Tâm Sơ Tâm,76000,https://www.vinabook.com/images/thumbnails/product/240x/263936_p76182mthientamsotamfinalnewcs601.jpg,Shunryu Suzuki,Nguyễn Duy Nhiên,Nxb Phương Đông,Phương Nam,,242.0,Tiếng Việt,Bìa mềm,13.0,20.5,04/2017,200
132,the-thao,"Thiền Khí Tâm do Master Master Sridevi Tố Hải viết dựa trên 15 năm kinh nghiệm học tập, thực hành và giảng dạy Yoga, Thiền định. Thiền Khí Tâm mong muốn đem đến cho bạn nền tảng Thiền giúp thanh lọc và cân bằng Thân - Tâm - Trí theo hướng khoa học.
Theo tác giả Master Sridevi Tố Hải thì trong tất cả các bài thực hành Yoga và Thiền, Sinh Khí hay Hơi thở là quan trọng nhất. Chúng ta đến với cuộc đời này bằng khí, sống bằng khí, tương tác bằng khí và ra đi cũng bằng khí. Chính vì vậy mà trong Yoga và Thiền học đều quan trọng khí. Nếu Khí quan trọng trong thực hành thì Tâm lại quan trọng trong ứng dụng vào đời sống. Tất cả triết lí của các Đạo giáo hay Yoga, Thiền học đều khẳng định với chúng ta là “Hạnh phúc đến từ tâm”. Làm sao để ta chuyển hóa tâm từ tiêu cực sang tích cực, từ ác sang thiện, từ đau khổ sang hạnh phúc? Chúng ta cần phải học cách rèn tâm và hành tâm vào cuộc sống một cách đúng đắn.
Khí - hay còn gọi là sinh khí, năng lượng của thể vi tế, nằm ở thể thứ hai trong ba thể của con người. Nó liên quan đến những nhu cầu sống của con người. Một khi nguồn sống này yếu đi cũng sẽ làm cho sức sống của con người cũng bị ảnh hưởng. Nhưng nếu nguồn sinh khí này dồi dào, biểu hiện ra ngoài của cơ thể cũng trở nên sinh động, con người cũng có sức sống hơn, khỏe mạnh hơn và hạnh phúc hơn. Sinh khí hay năng lượng được đưa vào cơ thể qua 5 con đường: 1. Năng lượng mẹ truyền sang con; 2. Năng lượng từ ăn uống; 3. Năng lượng từ hơi thở; 4. Năng lượng từ Yêu thương; 5. Năng lượng từ Vũ trụ
Tâm - chữ Tâm có rất nhiều ý nghĩa và hình thức, cho nên Tâm nên là một động từ, và trong thiền đó là động từ tích cực, nó được thể hiện qua các hành động yêu thương nhất, hạnh phúc nhất thì người hành thiền mới dễ dàng đạt đến trạng thái cao trong thiền. Tâm trong Thiền Khí Tâm là tâm hành trong đời sống.
Thiền Khí Tâm có thể tiếp cận được với mọi đối tượng, dựa trên nền tảng thiền và khoa học bộ não, thể chất, năng lượng; không mang màu sắc của tôn giáo… Đây là phương pháp thiền ứng dụng để người thực hành có được một sức khỏe tốt, một tinh thần bình an và trí tuệ sáng suốt hơn. Bản thân trong triết lý khoa học cổ xưa của Yoga và Thiền thì mỗi cá nhân là một tiểu vũ trụ, độc lập, tự do nội tâm. Vì vậy, thông qua phương pháp Thiền Khí Tâm, chúng ta trở thành nhà lãnh đạo của chính mình. Từ đó chúng ta phát triển được ý thức trực giác, khả năng phán đoán nhạy cảm, tăng chỉ số cảm xúc và cân bằng trong mọiđiều kiện và tình huống. Đây cũng chính là cách mà Thiền Khí Tâm thấm vào người tập.
Cuốn sách gồm hai nội dung lớn về Thiền Khí Tâm và Thiền Cơ Bản. Thiền Khí Tâm, được giới thiệu với phần lí thuyết và kĩ thuật thực hành dựa trên 4 cấp độ: Đả Thông, Thanh Tẩy, Chuyển Hóa, Hợp Nhất. Những bài tập Thiền Khí Tâm bao gồm cả Thiền tĩnh và Thiền động nên dễ dàng tiếp cận cho người mới bắt đầu. Thiền Cơ Bản, hệ thống lại những triết lí và kĩ thuật thiền cơ bản từ nhiều ngàn năm trước của những Bậc Giác ngộ và những vị Thiền sư nổi tiếng.
“Thiền Khí Tâm đến như món quà của Vũ trụ. Đó là lúc tôi phát hiện ra: Khi ý chí mình mạnh mẽ thì mình có thể điều khiển được tất cả mọi thứ, cho nên kĩ thuật Thiền Khí Tâm là kĩ thuật huấn luyện Ý TÓM KHÍ. Tức là sẽ luyện cho người tập có một ý chí mạnh mẽ, dẫn được khí của bản thân và dẫn dắt khí của người khác, làm cho luồng khí của mọi người hội tụ về chúng ta, và bạn chính là người vận hành dòng khí cuộc đời mình. Thiền Khí Tâm ra đời như một món quà tôi muốn dành cho cộng đồng và muốn lan tỏa phương pháp thanh lọc, cân bằng Thân-Tâm-Trí này cho mọi người”. 
- Master Sridevi Tố Hải -",Thiền Khí Tâm,64000,https://www.vinabook.com/images/thumbnails/product/240x/240390_p72776mimg146.jpg,Master Sridevi Tố Hải,,NXB Phụ Nữ,NXB Phụ Nữ,9786045638392,264.0,Tiếng Việt,Bìa mềm,19.0,21.5,06/2017,100
133,the-thao,"Chỉ Nam Thiền Tập Dành Cho Người Trẻ được xem như kim chỉ nam cho người trẻ, giúp người trẻ sống vui tươi, hạnh phúc, biết cách tháo gỡ phiền muôn, thoát ra ngoài tình trạng khó khăn. Khi tâm mình lo lắng hoặc phiền muôn, tư duy của mình thường không được chính xác và mình có thể đi đến những quyết định mà sau này có thể hối tiếc. Thiền tập giúp cho mình lắng xuống, để có đủ thảnh thơi và sáng suốt . Trong cuốn sách nhỏ này, Thầy đã hướng dẫn cho bạn trẻ từ những bước cơ bản nhất, tập trung vào ý niệm của sự tồn tại, tập thở, buông thư toàn thân...Mời bạn đón đọc.
Chỉ Nam Thiền Tập Dành Cho Người Trẻ được xem như kim chỉ nam cho người trẻ, giúp người trẻ sống vui tươi, hạnh phúc, biết cách tháo gỡ phiền muôn, thoát ra ngoài tình trạng khó khăn. Khi tâm mình lo lắng hoặc phiền muôn, tư duy của mình thường không được chính xác và mình có thể đi đến những quyết định mà sau này có thể hối tiếc. Thiền tập giúp cho mình lắng xuống, để có đủ thảnh thơi và sáng suốt . Trong cuốn sách nhỏ này, Thầy đã hướng dẫn cho bạn trẻ từ những bước cơ bản nhất, tập trung vào ý niệm của sự tồn tại, tập thở, buông thư toàn thân...",Chỉ Nam Thiền Tập Dành Cho Người Trẻ,61000,https://www.vinabook.com/images/thumbnails/product/240x/238343_p72426m1.jpg,Thích Nhất Hạnh,,Nxb Phương Đông,Phương Nam,8932000123392,154.0,Tiếng Việt,Bìa cứng,10.0,15.0,30/11/2016,120
134,the-thao,"Ngắm Nhìn Tĩnh Tại là những bài viết chia sẻ về kinh nghiệm thiền tập, được chia thành 04 phần: Buông xả - Có mặt – Tĩnh giác – Hiểu thương, mỗi phần như một bước chân nhỏ trên con đường trở về nhà. Mỗi bài như một giọt sương buổi sáng, một chiếc lá, một tia nắng, một hạt bụi, một áng mây chiều… đều là những hình ảnh, kinh nghiệm khác nhau của cùng chung một thực tại. Tất cả cũng chỉ để nhắc nhở ta rằng, thật ra mình chẳng cần phải đi tìm ở một nơi nào xa xôi khác, mà cũng không cần phải trở về, vì quê nhà xưa nay cũng vẫn là ở đây.
“Mỗi sáng thức dậy, chúnh ta bước vào cuộc sống với chiếc bình bát của mình. Và chúng ta đâu biết trước hôm nay cuộc đời sẽ trao tặng hay thảy bỏ những gì vào chiếc bình bát của mình. Những niềm vui hay những lo âu nào. Nhưng như các vị ấy, chúng ta hãy thực tập theo lời Phật dạy, hãy giữ cho bình bát của mình được trống không, và tập tiếp nhận những gì cuộc đời trao cho ta hôm nay, với một tâm bình đẳng không phân biệt. (Trích: Chiếc bình bát của ta)",Ngắm Nhìn Tĩnh Tại,74000,https://www.vinabook.com/images/thumbnails/product/240x/228156_p70904m3.jpg,Nguyễn Duy Nhiên,,Nxb Phương Đông,Phương Nam,8932000123743,264.0,Tiếng Việt,Bìa mềm,13.0,20.5,13/09/2016,252
135,the-thao,"Sách tuyển chọn những trò chơi ảo thuật  dễ làm, vui, được thanh thiếu nhi ưa thích,  do nghệ sĩ ảo thuật Hoàng Lộc với hơn 20 năm hoạt động trong lĩnh vực ảo thuật thực hiện.
Mời bạn đón đọc.",Trở Thành Ảo Thuật Gia Sau 60 Phút - Tập 4,22000,https://www.vinabook.com/images/thumbnails/product/240x/204916_p67516mbt.jpg,Hoàng Lộc,,Nxb Trẻ,NXB Trẻ,8934974138044,44.0,Tiếng Việt,Bìa mềm,13.0,19.0,02/2016,24
136,the-thao,"Sách tuyển chọn những trò chơi ảo thuật  dễ làm, vui, được thanh thiếu nhi ưa thích,  do nghệ sĩ ảo thuật Hoàng Lộc với hơn 20 năm hoạt động trong lĩnh vực ảo thuật thực hiện.
Mời bạn đón đọc.",Trở Thành Ảo Thuật Gia Sau 60 Phút - Tập 3,22000,https://www.vinabook.com/images/thumbnails/product/240x/204922_p67515mbt.jpg,Hoàng Lộc,,Nxb Trẻ,NXB Trẻ,8934974138037,44.0,Tiếng Việt,Bìa mềm,13.0,19.0,02/2016,24
137,the-thao,"Sách tuyển chọn những trò chơi ảo thuật  dễ làm, vui, được thanh thiếu nhi ưa thích,  do nghệ sĩ ảo thuật Hoàng Lộc với hơn 20 năm hoạt động trong lĩnh vực ảo thuật thực hiện.
Mời bạn đón đọc.",Trở Thành Ảo Thuật Gia Sau 60 Phút - Tập 2,22000,https://www.vinabook.com/images/thumbnails/product/240x/204928_p67514mbt.jpg,Hoàng Lộc,,Nxb Trẻ,NXB Trẻ,8934974138020,44.0,Tiếng Việt,Bìa mềm,13.0,19.0,02/2016,24
138,the-thao,"Sách tuyển chọn những trò chơi ảo thuật  dễ làm, vui, được thanh thiếu nhi ưa thích,  do nghệ sĩ ảo thuật Hoàng Lộc với hơn 20 năm hoạt động trong lĩnh vực ảo thuật thực hiện.
Mời bạn đón đọc.",Trở Thành Ảo Thuật Gia Sau 60 Phút - Tập 1,22000,https://www.vinabook.com/images/thumbnails/product/240x/204934_p67513mbt.jpg,Hoàng Lộc,,Nxb Trẻ,NXB Trẻ,8934974138013,44.0,Tiếng Việt,Bìa mềm,13.0,19.0,02/2016,24
139,the-thao,"Sức mạnh con người không giống với sức mạnh của các loài cầm thú, vì sức mạnh của các loài cầm thú có được là do bẩm sinh, còn sức mạnh của con người, ngoài bẩm sinh, còn được nâng lên bội phần nhờ sự luyện tập. Con người có thể thông qua nhiều hình thức luyện tập, nhưng đắc lực nhất vẫn là bộ môn võ thuật. Võ thuật là một sản phẩm văn hóa đặc trưng chỉ có con người mới có. Nói đến võ thuật, chúng ta không thể không nhắc tới nền võ học cổ truyền Việt Nam, với lịch sử rất lâu đời, trải qua nhiều khói lửa chiến tranh, với những kinh nghiệm thực tiễn, nhiều môn võ, dòng phái khác biệt đã cùng nhau viết nên một lịch sử văn hiến hào hùng của dân tộc.
Mời bạn đón đọc.",Tìm Hiểu Võ Học - Bí Mật Võ Lâm Chân Truyền,71000,https://www.vinabook.com/images/thumbnails/product/240x/198823_p66569mbt.jpg,Lý Băng Sơn,,Nxb thể dục thể thao,Minh Long,8936067590142,462.0,Tiếng Việt,Bìa mềm,13.5,20.5,2013,468
140,the-thao,"Suối Nguồn Tươi Trẻ sẽ tiết lộ cho bạn bí quyết của sức khỏe và sinh khí của tuổi thanh xuân.Suối Nguồn Tươi Trẻ được biết đến lần đầu tiên vào năm 1939, trong cuốn sách Con mắt khải huyền của Peter Kelder – là một bí quyết màu nhiệm vô cùng đơn giản, chỉ gồm 5 động tác, hay gọi theo cách của các Lạt ma Tây Tạng là 5 thức.Bảy trung tâm năng lượng mà các Lạt ma nhắc đến chính là 7 luân xa theo quan niệm của y lý học cổ truyền phương Đông. Liên hệ với y học hiện đại phương Tây, các luân xa được một số nhà nghiên cứu coi là đối chứng siêu hình của các tuyến nội tiết, với vị trí và vai trò tương đương.Những lợi ích thực tế của Suối Nguồn Tươi Trẻ bao gồm: sinh lực dồi dào; tinh thần minh mẫn, an nhiên, thư thái; cơ bắp săn chắc; ngủ tốt; thở sâu; sức khỏe toàn diện nâng cao, ít ốm vặt; vóc dáng trẻ trung, linh hoạt; giảm cân; cải thiện sinh hoạt vợ chồng.Mời bạn đón đọc.
Suối Nguồn Tươi Trẻ sẽ tiết lộ cho bạn bí quyết của sức khỏe và sinh khí của tuổi thanh xuân.Suối Nguồn Tươi Trẻ được biết đến lần đầu tiên vào năm 1939, trong cuốn sách Con mắt khải huyền của Peter Kelder – là một bí quyết màu nhiệm vô cùng đơn giản, chỉ gồm 5 động tác, hay gọi theo cách của các Lạt ma Tây Tạng là 5 thức.Bảy trung tâm năng lượng mà các Lạt ma nhắc đến chính là 7 luân xa theo quan niệm của y lý học cổ truyền phương Đông. Liên hệ với y học hiện đại phương Tây, các luân xa được một số nhà nghiên cứu coi là đối chứng siêu hình của các tuyến nội tiết, với vị trí và vai trò tương đương.Những lợi ích thực tế của Suối Nguồn Tươi Trẻ bao gồm: sinh lực dồi dào; tinh thần minh mẫn, an nhiên, thư thái; cơ bắp săn chắc; ngủ tốt; thở sâu; sức khỏe toàn diện nâng cao, ít ốm vặt; vóc dáng trẻ trung, linh hoạt; giảm cân; cải thiện sinh hoạt vợ chồng.Mời bạn đón đọc.
Suối Nguồn Tươi Trẻ sẽ tiết lộ cho bạn bí quyết của sức khỏe và sinh khí của tuổi thanh xuân.
Suối Nguồn Tươi Trẻ được biết đến lần đầu tiên vào năm 1939, trong cuốn sách Con mắt khải huyền của Peter Kelder – là một bí quyết màu nhiệm vô cùng đơn giản, chỉ gồm 5 động tác, hay gọi theo cách của các Lạt ma Tây Tạng là 5 thức.
Bảy trung tâm năng lượng mà các Lạt ma nhắc đến chính là 7 luân xa theo quan niệm của y lý học cổ truyền phương Đông. Liên hệ với y học hiện đại phương Tây, các luân xa được một số nhà nghiên cứu coi là đối chứng siêu hình của các tuyến nội tiết, với vị trí và vai trò tương đương.
Những lợi ích thực tế của Suối Nguồn Tươi Trẻ bao gồm: sinh lực dồi dào; tinh thần minh mẫn, an nhiên, thư thái; cơ bắp săn chắc; ngủ tốt; thở sâu; sức khỏe toàn diện nâng cao, ít ốm vặt; vóc dáng trẻ trung, linh hoạt; giảm cân; cải thiện sinh hoạt vợ chồng.",Suối Nguồn Tươi Trẻ - Toàn Tập (Tái Bản 2015),72000,https://www.vinabook.com/images/thumbnails/product/240x/195894_p66109mbt.jpg,Peter Kelder,Bùi Liên Thảo,Nxb thể dục thể thao,Minh Thắng,8932536404781,550.0,Tiếng Việt,Bìa mềm,14.5,20.5,08/10/2015,464
141,the-thao,"""Dịch cân kinh"" là một công phu võ thuật vô cùng tinh hoa, có quan hệ mật thiết với kinh lạc học, phép thổ nạp và thuật đạo dẫn, có giá trị rất cao về dưỡng sinh và võ thuật, từ xưa nay luôn được ca ngợi là “công phu chi bảo” (bảo vật của công phu), “võ công kinh điển” được lưu truyền rộng rãi và gây ảnh hưởng rất lớn.Trong hành trình tìm kiếm chân truyền của các dòng võ, nhất là các thể loại dưỡng sinh, qua thực tế tập luyện Dịch cân kinh cho thấy rằng, Dịch cân kinh mang lại hiệu quả rõ rệt trong việc tăng cường thể chất. Để giúp những người có thể chất và hứng thú khác nhau có thể tiếp xúc và tập luyện môn võ thuật này, cũng như muốn giới thiệu rộng rãi công phu này tới đông đảo độc giả, dựa theo kinh nghiệm giảng dạy và luyện tập của bản thân, nay sưu tầm một số công phu Dịch cân kinh quan trọng để giới thiệu. Cuốn sách này trình bày về 4 loại Dịch cân kinh, tổng cộng gồm 15 luyện pháp.- Loại thứ nhất là Thiếu Lâm Dịch cân kinh, có bốn luyện pháp gồm: 12 thức Dịch cân kinh Thiếu Lâm Đạt Ma, 14 thức Dịch cân kinh Thiếu lâm Vi Đà, 18 thức Dịch cân kinh Nam Thiếu Lâm Kim Cương, 8 đoạn Dịch cân kinh dưỡng sinh của Thiếu Lâm.- Loại thứ hai là nga Mi Dịch cân kinh, có sáu luyện pháp gồm: 24 thức Dịch cân kinh Nga Mi Thanh Thành, 7 bàn Dịch cân kinh Nga Mi Hoàng Lâm, 13 thức Dịch cân kinh Nga Mi Tăng môn, 8 đại kình Dịch cân kinh Nga Mi Đỗ môn, 12 bả Dịch cân kinh Nga Mi Hồng môn, Long hồ kình Dịch cân kinh Nga Mi Hội môn.- Loại thứ ba là Võ Đang Dịch cân kinh, có một luyện pháp là Võ Đang nội công Dịch cân kinh.- Loại thứ tư là Mật Tông Dịch cân kinh, có bốn luyện pháp là Dịch cân kinh toản quyền mật truyền, Dịch cân kinh báo thức Nam truyền, 14 thức Dịch cân kinh truyền thế của họ Hùng, 24 thức Dịch cân kinh cổ truyền.Cuốn sách là một tư liệu tham khảo rất hữu ích cho những ai yêu thích Dịch cân kinh.Mời bạn đón đọc.
""Dịch cân kinh"" là một công phu võ thuật vô cùng tinh hoa, có quan hệ mật thiết với kinh lạc học, phép thổ nạp và thuật đạo dẫn, có giá trị rất cao về dưỡng sinh và võ thuật, từ xưa nay luôn được ca ngợi là “công phu chi bảo” (bảo vật của công phu), “võ công kinh điển” được lưu truyền rộng rãi và gây ảnh hưởng rất lớn.
Trong hành trình tìm kiếm chân truyền của các dòng võ, nhất là các thể loại dưỡng sinh, qua thực tế tập luyện Dịch cân kinh cho thấy rằng, Dịch cân kinh mang lại hiệu quả rõ rệt trong việc tăng cường thể chất. Để giúp những người có thể chất và hứng thú khác nhau có thể tiếp xúc và tập luyện môn võ thuật này, cũng như muốn giới thiệu rộng rãi công phu này tới đông đảo độc giả, dựa theo kinh nghiệm giảng dạy và luyện tập của bản thân, nay sưu tầm một số công phu Dịch cân kinh quan trọng để giới thiệu. Cuốn sách này trình bày về 4 loại Dịch cân kinh, tổng cộng gồm 15 luyện pháp.
- Loại thứ nhất là Thiếu Lâm Dịch cân kinh, có bốn luyện pháp gồm: 12 thức Dịch cân kinh Thiếu Lâm Đạt Ma, 14 thức Dịch cân kinh Thiếu lâm Vi Đà, 18 thức Dịch cân kinh Nam Thiếu Lâm Kim Cương, 8 đoạn Dịch cân kinh dưỡng sinh của Thiếu Lâm.
- Loại thứ hai là nga Mi Dịch cân kinh, có sáu luyện pháp gồm: 24 thức Dịch cân kinh Nga Mi Thanh Thành, 7 bàn Dịch cân kinh Nga Mi Hoàng Lâm, 13 thức Dịch cân kinh Nga Mi Tăng môn, 8 đại kình Dịch cân kinh Nga Mi Đỗ môn, 12 bả Dịch cân kinh Nga Mi Hồng môn, Long hồ kình Dịch cân kinh Nga Mi Hội môn.
- Loại thứ ba là Võ Đang Dịch cân kinh, có một luyện pháp là Võ Đang nội công Dịch cân kinh.
- Loại thứ tư là Mật Tông Dịch cân kinh, có bốn luyện pháp là Dịch cân kinh toản quyền mật truyền, Dịch cân kinh báo thức Nam truyền, 14 thức Dịch cân kinh truyền thế của họ Hùng, 24 thức Dịch cân kinh cổ truyền.
Cuốn sách là một tư liệu tham khảo rất hữu ích cho những ai yêu thích Dịch cân kinh.",Dịch Cân Kinh,64000,https://www.vinabook.com/images/thumbnails/product/240x/195072_p66001mdichcanckinh.jpg,Mạnh Linh,,NXB Dân Trí,Huy Hoàng,8935095612307,308.0,Tiếng Việt,Bìa mềm,13.5,20.5,2015,328
142,the-thao,"Sách này được xuất bản để làm sáng tỏ những sự nhầm lẫn xung quanh đề tài thiền định. Những ai đang tìm những con đường tắt bí mật, những sự cách tân lãng mạn, những xu hướng mới, kích dộng và những sở thích kỳ cục trong lãnh vực phát triển bản thân có thể sẽ thất vọng. Những phương pháp được trình bày trong sách này có nguồn gốc từ bốn con đường cổ điển của Yoga gồm Raja Yoga, Karma Yoga, Jnana Yoga và Bhakti Yoga. Những phương pháp này được trình bày đúng theo nguyên mẫu nhưng có cân nhắc đến cách suy nghĩ của người phương Tây và truyền thống khoa học.Thiền định là một truyền thống dành cho tất cả mọi người vốn có lịch sử nhiều ngàn năm trước khi có nền văn minh hiện đại ngày nay. Khoa học thiền định đã tồn tại không bị gián đoạn và đã được thử thách một cách nghiệt ngã khi nó được truyền từ thế hệ này sang thế họ khác. Nó vẫn kiên gan giữ nguyên hình thức ban đầu của nó vì nền tảng của Yoga là tính khoan dung, toàn khắp và giản dị. Trong khuôn khổ đơn giản của nó chứa những lời dạy chính và những phương pháp căn bản của tất cả những triết lý, những tôn giáo, và những con đường tu tập đã được biết đến từ trước đến nay. Nếu hiểu được bốn con đường đến thiền định, ta có thể tháo gỡ những cái bẫy và những yếu tố bí ẩn của bất kỳ tôn giáo nào hay hệ thống triết lý nào...Mời bạn đón đọc.
Sách này được xuất bản để làm sáng tỏ những sự nhầm lẫn xung quanh đề tài thiền định. Những ai đang tìm những con đường tắt bí mật, những sự cách tân lãng mạn, những xu hướng mới, kích dộng và những sở thích kỳ cục trong lãnh vực phát triển bản thân có thể sẽ thất vọng. Những phương pháp được trình bày trong sách này có nguồn gốc từ bốn con đường cổ điển của Yoga gồm Raja Yoga, Karma Yoga, Jnana Yoga và Bhakti Yoga. Những phương pháp này được trình bày đúng theo nguyên mẫu nhưng có cân nhắc đến cách suy nghĩ của người phương Tây và truyền thống khoa học.
Thiền định là một truyền thống dành cho tất cả mọi người vốn có lịch sử nhiều ngàn năm trước khi có nền văn minh hiện đại ngày nay. Khoa học thiền định đã tồn tại không bị gián đoạn và đã được thử thách một cách nghiệt ngã khi nó được truyền từ thế hệ này sang thế họ khác. Nó vẫn kiên gan giữ nguyên hình thức ban đầu của nó vì nền tảng của Yoga là tính khoan dung, toàn khắp và giản dị. Trong khuôn khổ đơn giản của nó chứa những lời dạy chính và những phương pháp căn bản của tất cả những triết lý, những tôn giáo, và những con đường tu tập đã được biết đến từ trước đến nay. Nếu hiểu được bốn con đường đến thiền định, ta có thể tháo gỡ những cái bẫy và những yếu tố bí ẩn của bất kỳ tôn giáo nào hay hệ thống triết lý nào...",Thiền Định & Mantra,110000,https://www.vinabook.com/images/thumbnails/product/240x/187778_p64683mbt.jpg,Swami Vishnu Devananda,Swami Sitaramananda,NXB Thời Đại,Quang Minh,8935209622680,572.0,Tiếng Việt,Bìa mềm,16.0,24.0,07/2015,368
143,the-thao,"Trọn bộ 4 cuốn:
Kỹ Thuật & Thực Hành Yoga Toàn TậpYOGA -  Cho Sức Khỏe Vững BềnYoga Cho Khuôn Mặt Trẻ ĐẹpYOGA Dành Cho Phụ Nữ",Combo Yoga Cho Phái Đẹp (Bộ 4 Cuốn),400000,,,Nhiều dịch giả,NXB Phụ Nữ,Trí Việt,,3322.0,Tiếng Việt,Bìa cứng,19.0,26.0,06/07/2015,904
